CAMPUS;TRAKT;TRAKTBEZEICHNUNG;ADRESSE;PLZ;ORT;GESCHOSS
D_FREIHAUS;DE;Institutsgebäude;Treitlstraße 3;1040;Wien;04
D_FREIHAUS;DE;Institutsgebäude;Treitlstraße 3;1040;Wien;DG
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;U1
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;EG
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;01
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;02
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;03
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;04
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;05
D_FREIHAUS;DF;Perlmooser- Haus;Operngasse 11;1040;Wien;06
D_FREIHAUS;ZA;Physiktrakt Atominstitut;Stadionallee 2;1020;Wien;U2
D_FREIHAUS;ZA;Physiktrakt Atominstitut;Stadionallee 2;1020;Wien;U1
D_FREIHAUS;ZA;Physiktrakt Atominstitut;Stadionallee 2;1020;Wien;EG
D_FREIHAUS;ZA;Physiktrakt Atominstitut;Stadionallee 2;1020;Wien;01
D_FREIHAUS;ZA;Physiktrakt Atominstitut;Stadionallee 2;1020;Wien;DG
D_FREIHAUS;ZB;Chemietrakt Atominstitut;Stadionallee 2;1020;Wien;U2
D_FREIHAUS;ZB;Chemietrakt Atominstitut;Stadionallee 2;1020;Wien;U1
D_FREIHAUS;ZB;Chemietrakt Atominstitut;Stadionallee 2;1020;Wien;EG
D_FREIHAUS;ZB;Chemietrakt Atominstitut;Stadionallee 2;1020;Wien;01
D_FREIHAUS;ZB;Chemietrakt Atominstitut;Stadionallee 2;1020;Wien;DG
D_FREIHAUS;ZC;Reaktor Atominstitut;Stadionallee 2;1020;Wien;U1
D_FREIHAUS;ZC;Reaktor Atominstitut;Stadionallee 2;1020;Wien;EG
D_FREIHAUS;ZC;Reaktor Atominstitut;Stadionallee 2;1020;Wien;01
D_FREIHAUS;ZC;Reaktor Atominstitut;Stadionallee 2;1020;Wien;DG
D_FREIHAUS;ZD;Hörsaaltrakt Atominstitut;Stadionallee 2;1020;Wien;U1
D_FREIHAUS;ZD;Hörsaaltrakt Atominstitut;Stadionallee 2;1020;Wien;ZU
D_FREIHAUS;ZD;Hörsaaltrakt Atominstitut;Stadionallee 2;1020;Wien;EG
O_ARSENAL;MA;Funke- Halle (Büro);Adolf Blamauergasse 1-3;1030;Wien;EG
O_ARSENAL;MB;Funke- Halle (Werk);Adolf Blamauergasse 1-3;1030;Wien;EG
O_ARSENAL;MC;Plechaty- Halle;Adolf Blamauergasse 1-3;1030;Wien;EG
O_ARSENAL;MD;Hirnböckhalle;Adolf Blamauergasse 1-3;1030;Wien;U1
O_ARSENAL;MD;Hirnböckhalle;Adolf Blamauergasse 1-3;1030;Wien;EG
O_ARSENAL;MG;Transalpinahalle NEU;Adolf Blamauergasse 1-3;1030;Wien;EG
O_ARSENAL;MG;Transalpinahalle NEU;Adolf Blamauergasse 1-3;1030;Wien;01
O_ARSENAL;MH;Transalpinahalle NEU;Adolf Blamauergasse 1-3;1030;Wien;EG
O_ARSENAL;MH;Transalpinahalle NEU;Adolf Blamauergasse 1-3;1030;Wien;01
O_ARSENAL;MI;Segelfliegerhalle;Adolf Blamauergasse 1-3;1030;Wien;EG
O_ARSENAL;OA;Arsenal (Objekt 221);Franz Grill Straße 2-4;1030;Wien;U1
O_ARSENAL;OA;Arsenal (Objekt 221);Franz Grill Straße 2-4;1030;Wien;EG
O_ARSENAL;OA;Arsenal (Objekt 221);Franz Grill Straße 2-4;1030;Wien;01
O_ARSENAL;OA;Arsenal (Objekt 221);Franz Grill Straße 2-4;1030;Wien;02
O_ARSENAL;OB;Magna- Halle ((Obj.227);Franz Grill Straße 6;1030;Wien;U1
O_ARSENAL;OB;Magna- Halle ((Obj.227);Franz Grill Straße 6;1030;Wien;EG
O_ARSENAL;OB;Magna- Halle ((Obj.227);Franz Grill Straße 6;1030;Wien;01
O_ARSENAL;OB;Magna- Halle ((Obj.227);Franz Grill Straße 6;1030;Wien;02
O_ARSENAL;OB;Magna- Halle ((Obj.227);Franz Grill Straße 6;1030;Wien;03
O_ARSENAL;OC;Arsenal (Objekt 222);Lilienthalgasse 14;1030;Wien;U1
O_ARSENAL;OC;Arsenal (Objekt 222);Lilienthalgasse 14;1030;Wien;EG
O_ARSENAL;OC;Arsenal (Objekt 222);Lilienthalgasse 14;1030;Wien;ZE
O_ARSENAL;OC;Arsenal (Objekt 222);Lilienthalgasse 14;1030;Wien;01
O_ARSENAL;OY;Nordtrakt (Obj. 214);Franz Grill Straße 9;1030;Wien;U2
O_ARSENAL;OY;Nordtrakt (Obj. 214);Franz Grill Straße 9;1030;Wien;U1
O_ARSENAL;OY;Nordtrakt (Obj. 214);Franz Grill Straße 9;1030;Wien;EG
O_ARSENAL;OY;Nordtrakt (Obj. 214);Franz Grill Straße 9;1030;Wien;01
O_ARSENAL;OY;Nordtrakt (Obj. 214);Franz Grill Straße 9;1030;Wien;02
O_ARSENAL;OY;Nordtrakt (Obj. 214);Franz Grill Straße 9;1030;Wien;03
O_ARSENAL;OZ;Südtrakt und  Atrium (Obj. 214);Franz Grill Straße 9;1030;Wien;U2
O_ARSENAL;OZ;Südtrakt und  Atrium (Obj. 214);Franz Grill Straße 9;1030;Wien;U1
O_ARSENAL;OZ;Südtrakt und  Atrium (Obj. 214);Franz Grill Straße 9;1030;Wien;EG
O_ARSENAL;OZ;Südtrakt und  Atrium (Obj. 214);Franz Grill Straße 9;1030;Wien;01
O_ARSENAL;OZ;Südtrakt und  Atrium (Obj. 214);Franz Grill Straße 9;1030;Wien;02
O_ARSENAL;OZ;Südtrakt und  Atrium (Obj. 214);Franz Grill Straße 9;1030;Wien;03
W_AUSWEICHQUARTIER;WA;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;U1
W_AUSWEICHQUARTIER;WA;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;U2
W_AUSWEICHQUARTIER;WA;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;EG
W_AUSWEICHQUARTIER;WA;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;02
W_AUSWEICHQUARTIER;WB;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;U1
W_AUSWEICHQUARTIER;WB;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;EG
W_AUSWEICHQUARTIER;WB;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;02
W_AUSWEICHQUARTIER;WB;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;03
W_AUSWEICHQUARTIER;WC;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;U1
W_AUSWEICHQUARTIER;WC;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;02
W_AUSWEICHQUARTIER;WC;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;03
W_AUSWEICHQUARTIER;WD;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;U1
W_AUSWEICHQUARTIER;WD;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;EG
W_AUSWEICHQUARTIER;WD;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;02
W_AUSWEICHQUARTIER;WD;alte WU-Wien Ausweich.;Augasse 2-6;1090;Wien;03
